# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1416393712;-50703.89;1.49;39364.62
axle;60;1416393772;-15357.92;0.45;406.76
axle;60;1416393832;-9907.50;0.47;1265.68
axle;60;1416393892;15580.57;0.52;-962.97
axle;60;1416393952;4089.39;0.73;114.73
axle;60;1416394012;-16944.88;0.53;2427.74
axle;60;1416394072;17701.57;0.52;-1626.92
axle;60;1416394132;-4018.75;0.47;-360.97
axle;60;1416394192;-2761.01;0.55;362.81
axle;60;1416394252;20647.39;0.33;-66.62
axle;60;1416394312;400.37;0.30;14.48
axle;60;1416394372;8.79;0.10;6.64
axle;60;1416394432;-25.09;0.25;11.28
