Linux 3.0.101-0.15-default (axle) 	11/19/2014 	_x86_64_

11:17:27 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:18:27 AM     all     22.51      0.00      7.83      0.29      0.00     69.37
11:19:27 AM     all     12.95      0.00      6.22      0.00      0.00     80.82
11:20:27 AM     all      7.78      0.00      5.92      0.01      0.00     86.30
11:21:27 AM     all      7.46      0.00      4.10      0.01      0.00     88.43
11:22:27 AM     all      5.76      0.00      1.03      0.00      0.00     93.21
11:23:27 AM     all     13.82      0.00      2.58      0.00      0.00     83.59
11:24:27 AM     all      7.92      0.00      0.58      0.00      0.00     91.49
11:25:27 AM     all      6.15      0.00      0.18      0.00      0.00     93.67
11:26:27 AM     all      6.01      0.00      0.27      0.00      0.00     93.72
11:27:27 AM     all      4.56      0.00      1.28      0.00      0.00     94.17
11:28:27 AM     all     12.82      0.00      2.75      0.00      0.00     84.43
11:29:27 AM     all     14.18      0.00      0.65      0.00      0.00     85.17
